day,time,relative_humidity_2m (%),rain (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (Â°),wind_speed_100m (km/h),wind_direction_100m (Â°),PM10 (Âµg/mÂ³),NO (Âµg/mÂ³),NO2 (Âµg/mÂ³),NOx (ppb),NH3 (Âµg/mÂ³),SO2 (Âµg/mÂ³),CO (mg/mÂ³),Ozone (Âµg/mÂ³),Benzene (Âµg/mÂ³),Toluene (Âµg/mÂ³),Xylene (Âµg/mÂ³),Eth-Benzene (Âµg/mÂ³),MP-Xylene (Âµg/mÂ³)
28-05-2024,01:00:00,31,0,968.3,3.3,319,10.8,272,131.93,24.25,38.41,49.81,75.4,4.16,1.98,27.39,2.71,8.23,3.88,1.88,14.96
28-05-2024,02:00:00,23,0,969,12.9,30,21.9,27,194.1,40.64,45.8,70.58,102.46,4.36,1.8,26.21,4.53,16.43,2.36,1.76,12.45
28-05-2024,03:00:00,20,0,969.6,8.7,30,16.5,36,158.05,38.92,39.33,61.52,97.88,6.18,2.12,29.44,3.77,17.6,2.54,2.57,12.63
28-05-2024,04:00:00,17,0,970.2,8.4,31,10.9,34,133.33,45.7,43.19,73.72,101.9,4.63,1.86,32.52,3.55,16.79,3.56,3.19,12.5
28-05-2024,05:00:00,13,0,970.2,6.1,3,7.6,8,121.95,39.15,42.57,65.5,100.74,3.3,1.58,34.61,3.34,16.6,2.71,3.54,11.89
28-05-2024,06:00:00,11,0,969.8,5.7,325,6.5,326,138.72,40.88,43.66,43.54,107.04,6.28,2.1,34.74,2.71,10.68,2.74,3.53,11.39
28-05-2024,07:00:00,10,0,969.4,7.8,304,9.3,306,178.84,14.06,33.46,33.82,58.38,5.24,2.33,38.16,2.66,4.72,3.73,2.08,10.79
28-05-2024,08:00:00,10,0,968.7,9.3,298,11.1,299,178.76,11.78,26.65,32.62,60.32,4.18,1.4,47.54,2.96,6.47,2.72,1.82,11.59
28-05-2024,09:00:00,9,0,967.9,10.7,303,13.2,305,161.05,26.91,32.5,77.95,67.84,14.06,2.36,50.06,3.33,7.17,2.46,1.89,11.39
28-05-2024,10:00:00,9,0,967.4,11.7,288,14.7,292,179.2,12.88,32.47,33.86,64.77,17.76,2.54,62.81,3.03,8.01,1.04,1.1,11.42
28-05-2024,11:00:00,8,0,966.7,15.5,266,19.8,271,98.43,10.52,25.33,26.94,70.54,20.12,1.64,81.07,4.36,6.45,3.21,1.19,10.85
28-05-2024,12:00:00,9,0,966.5,14.8,283,22.7,285,116.6,11.24,23.13,29.96,73.34,16.92,1.2,69.22,4.71,8.01,2.04,1.08,6.95
28-05-2024,13:00:00,17,0,966.2,4.9,163,1.9,158,126.82,11.02,19.3,30.38,85.22,24.86,1.68,66.75,5.05,8.03,1.98,1.08,6.77
28-05-2024,14:00:00,10,0,966.6,8.4,200,10.3,209,136.11,8.73,17.72,23.25,99.54,15.5,1.36,84.16,3.35,8.73,2.67,1.08,5.51
28-05-2024,15:00:00,8,0,967.2,8.6,248,10.9,253,142.38,9.91,21.58,24.39,109.3,15.08,2.09,81.18,3.1,10.53,2.7,1.14,3.87
28-05-2024,16:00:00,13,0,967.5,10.4,272,19.9,274,139.17,10.86,17.02,20.96,102.16,10.29,1.61,59.05,3.07,10.16,2.6,1.15,3.94
28-05-2024,17:00:00,16,0,967.6,10.1,287,14.6,310,141.03,10.34,18.54,22.2,87.49,15.46,1.65,64.16,3.26,9.48,2.64,1.14,4.78
28-05-2024,18:00:00,16,0,967.6,8.9,320,13.9,350,131.72,12.69,20.89,22.2,82.46,5.93,1.43,54.72,3.43,10.42,2.83,2.87,8.6
28-05-2024,19:00:00,20,0,967.5,9,272,9.9,316,164.25,16.76,22.48,23.97,78.76,7.13,1.54,44.8,3.51,8.65,2.76,2.72,10.3
28-05-2024,20:00:00,18,0,967.5,7.6,239,13,267,262.34,19.28,27.71,47.33,27.36,6.52,1.96,33.63,5.46,8.63,2.6,1.71,13.56
28-05-2024,21:00:00,17,0,967.7,9.4,266,25.9,270,486.5,19.7,27.69,35.97,26.47,6.56,1.59,26.17,3.64,5.69,2.56,1.74,15.7
28-05-2024,22:00:00,17,0,967.9,10.6,280,28.3,285,326.72,48.98,52.86,73.24,96.84,4.04,2.12,24.94,3.41,7.21,3.84,1.19,11.39
28-05-2024,23:00:00,20,0,968.3,9.7,266,25.4,263,295.48,34.68,51.8,73.21,87.2,3.78,2.18,23.56,3.58,7.65,3.6,1.2,11.14
29-05-2024,00:00:00,23,0,968.6,11.6,244,29.2,246,173.38,17.22,41.27,41.72,92.96,5.77,1.84,36.64,3.44,14.33,13.46,7.52,10.69
29-05-2024,01:00:00,31,0,969.3,6.6,221,16.3,239,178.65,11.86,28.23,33.52,56.3,3.58,1.87,30.31,3.19,13.25,3.87,1.9,9.36
29-05-2024,02:00:00,31,0,970,8.3,236,16.6,252,175.08,17.41,22.84,30.78,45.2,3.06,1.59,32.23,4.52,17.58,2.36,1.77,8.14
29-05-2024,03:00:00,32,0,970.3,10.7,258,15,260,186.22,12.95,21.24,25.63,45.2,3.04,1.98,34.3,3.7,18.98,2.56,2.54,8.24
29-05-2024,04:00:00,30,0,970.8,13,284,16.9,282,170.44,11.6,20.8,27.86,39.47,3.62,1.68,38.29,3.55,17.83,3.48,3.21,6.99
29-05-2024,05:00:00,28,0,971,10.3,306,13.2,305,167.41,10.71,23.39,27.57,39.47,3.93,1.36,34.44,2.59,12.15,2.64,3.57,7.4
29-05-2024,06:00:00,20,0,970.6,12.1,307,15.2,306,180.47,14.36,26.77,27.22,43.9,4.44,2.08,33.16,2.89,14.76,2.61,3.55,7.41
29-05-2024,07:00:00,15,0,970,13.5,299,16.9,299,223.38,23.63,43.62,38.84,82.52,4.03,2.29,38.16,2.49,5.77,3.59,2.1,7.62
29-05-2024,08:00:00,10,0,969.6,14.1,283,17.5,284,252.56,13.6,30.59,37.51,81.27,3.76,1.44,41.15,3.29,7.32,2.46,1.98,7.6
29-05-2024,09:00:00,10,0,969.1,13.7,284,17.5,284,285.5,15.11,27.76,38.5,68.69,8.24,2.1,42.1,3.23,6.91,2.62,1.9,7.81
29-05-2024,10:00:00,9,0,968.7,16.9,290,21.5,291,308.88,11.58,20.72,27.11,27.14,13.68,3.09,38.63,3.47,9.98,1.05,1.2,10.34
29-05-2024,11:00:00,10,0,968.3,18.1,291,24,294,301.48,12.78,20.25,20.09,27.9,21.29,1.55,52.96,3.66,5.76,3.18,1.23,7.22
29-05-2024,12:00:00,11,0,968.2,12.8,322,19.7,320,313.88,13.86,24.52,33.98,136.8,10.09,1.12,57.96,4.78,5.93,1.95,1.08,5.34
29-05-2024,13:00:00,16,0,967.8,6.4,52,15.5,62,366.68,19.28,24.67,35.29,26.86,17.49,1.57,54.89,5.24,7.9,1.9,3.36,6.62
29-05-2024,14:00:00,19,0,968.8,8.3,304,9.2,321,306.53,11.69,25.4,29.14,135.76,26.89,1.32,54.84,3.74,13.4,2.65,1.96,5.39
29-05-2024,15:00:00,21,0,969.5,7.6,45,9.8,17,292.71,15.45,31.54,30.41,106.86,12.69,2.05,47.83,3.2,7.29,2.66,1.94,5.62
29-05-2024,16:00:00,16,0,969.8,14.5,113,22.3,111,302.03,24.78,26.92,40.73,74.1,19.54,1.52,43.88,4.04,17.27,2.69,1.95,5.53
29-05-2024,17:00:00,13,0,969.9,12.8,130,25.5,123,360.86,14.86,18.47,26.88,80.04,24.7,1.67,53.6,4.02,17.41,2.6,1.94,6.43
29-05-2024,18:00:00,16,0,970.3,11.5,194,25.2,177,446.18,15.31,21.44,24.83,68.56,3.3,1.47,59.1,4.12,19.19,2.82,3.64,9.96
29-05-2024,19:00:00,18,0,970.3,16.6,207,32,216,279.46,17.81,18.94,20.45,61.27,3.76,1.46,42.51,3.56,11.35,2.81,3.6,9.67
29-05-2024,20:00:00,19,0,970.2,12.2,223,25.7,233,170.47,15.59,26.57,36.83,59.69,3.2,1.56,33.67,4.91,16.42,2.62,2.21,6.99
29-05-2024,21:00:00,20,0,970.4,11.2,222,25.1,235,223.08,17.6,36.47,44.9,72.63,4.39,1.62,31.3,4.9,16.05,2.6,2.19,7.56
29-05-2024,22:00:00,23,0,971,10.9,226,24.2,242,280.16,15.31,36.53,43.91,69.3,3.34,1.88,29.47,4.07,16.43,3.7,2.08,8.67
29-05-2024,23:00:00,26,0,971.6,8.4,227,20.5,248,243.31,19.77,40.84,50.67,78.34,3.31,1.91,26.65,4.13,16.67,3.59,2.1,8.2
30-05-2024,00:00:00,34,0,972,10.5,239,23.8,255,255.37,15.58,38.84,41.98,95.17,5.11,1.61,34.33,3.79,16.09,12,8.1,8.28
30-05-2024,01:00:00,39,0,972.6,22.7,268,38.9,267,232.61,19.49,40.56,50.12,96.5,3.26,1.74,29.23,3.49,15.12,3.93,1.94,7.87
30-05-2024,02:00:00,40,0,973.5,18.4,272,33.2,273,261.36,17.81,33.8,41.74,88.84,3.32,1.52,30.33,4.59,16.02,2.34,1.81,6.84
30-05-2024,03:00:00,37,0,974.4,19.5,275,26.8,275,256.9,14.15,31.32,35.62,83.5,5.19,1.91,32.39,3.76,17.54,2.52,2.59,7
30-05-2024,04:00:00,32,0,974.8,20.5,292,27,291,266.11,9.08,21.9,30.35,69.78,4.51,1.61,33.7,3.55,15.47,3.53,3.25,6.8
30-05-2024,05:00:00,26,0,974.6,21.1,297,27.5,297,265.36,13.16,25.3,33.91,76.42,3.72,1.34,31.94,3.23,15.79,2.71,3.58,7.41
30-05-2024,06:00:00,20,0,974,19.1,306,24.2,307,266.67,17.77,29.5,35.51,78.19,7.24,1.95,33.43,3.26,15.82,2.71,3.61,7.58
30-05-2024,07:00:00,12,0,973.6,15.9,288,19.8,289,308.45,13.92,23.54,26.58,78.23,5.61,2.07,33.74,3.23,14.94,3.5,2.92,7.34
30-05-2024,08:00:00,10,0,972.8,13.3,272,16.6,272,339.73,11.37,21.64,30.3,73.44,3.24,1.29,37.63,3.75,16.34,2.58,2.76,7.24
30-05-2024,09:00:00,8,0,971.8,13.8,279,17.5,279,344.03,11.4,21.34,30.97,69.44,7.62,2.19,45.47,3.8,16.38,2.52,2.74,7.17
30-05-2024,10:00:00,7,0,971.4,17.3,306,22.4,307,353.53,9.29,18.99,20.57,64.2,10.07,2.38,52.8,2.55,8.95,1.04,1.94,7.07
30-05-2024,11:00:00,7,0,971.5,19.8,307,25.9,308,240.26,9.52,17.72,20.59,66.4,15.11,1.63,70.12,4.48,13.43,3.15,1.96,5.78
30-05-2024,12:00:00,8,0,971.6,15,318,22.4,318,210.05,10.62,18.28,28.27,64.2,14.83,1.18,75.51,5.56,18.41,1.98,1.92,4.34
30-05-2024,13:00:00,16,0,971.5,8.7,218,13.7,235,199.27,10.7,18.23,28.73,70.11,34.58,1.64,55.44,5.54,15.02,1.96,1.76,4.44
30-05-2024,14:00:00,11,0,971.9,7.6,225,9.2,244,188.17,9.1,19.95,23.63,79.08,43.53,1.37,52.42,3.95,13.63,2.66,1.74,5.05
30-05-2024,15:00:00,14,0,972.2,11.5,358,13.2,349,160.85,10.62,19.99,23.38,88.01,6.72,2.2,50.28,3.78,13.29,2.69,1.9,5.3
30-05-2024,16:00:00,11,0,972.7,11.8,23,15.1,3,158.26,12.56,15.61,20.73,92.3,10.34,1.71,60.44,3.47,16.11,2.61,1.97,4.7
30-05-2024,17:00:00,10,0,972.8,10.5,59,14.1,52,130.56,13.83,16.11,20.94,89.44,20.8,1.64,45.38,3.17,17.71,2.62,2.17,4.4
30-05-2024,18:00:00,9,0,972.9,10.2,72,16.2,58,121.59,14.32,23.52,23.33,77.32,3.34,1.25,39.35,3.21,28.66,3.184684951,3.11,6.55
30-05-2024,19:00:00,10,0,973.1,7.9,336,11.8,348,178.23,7.63,25.31,22.82,65.96,3.42,1.37,44.06,3.22,26.08,3.184684951,3.11,8.67
30-05-2024,20:00:00,13,0,972.5,7.1,105,7.4,67,231.55,10.34,25.11,24.86,69.58,3.09,1.39,42.9,3.22,25.84,3.184684951,3.11,8.29
30-05-2024,21:00:00,13,0,971.9,9.5,151,10.7,140,222.54,13.53,29.28,31.53,70.44,3.21,1.4,35.48,3.21,24.99,3.184684951,3.11,7.22
30-05-2024,22:00:00,13,0,971.9,7.2,273,9.6,250,194.83,16.38,26.79,31.43,74.11,3.12,1.4,36.61,3.2,25.18,3.184684951,3.11,6.59
30-05-2024,23:00:00,16,0,972.3,10.5,264,17.7,264,178.97,18.44,21.16,32.38,76.75,3.13,1.39,42.2,3.2,25.04,3.184684951,3.11,6.13
31-05-2024,00:00:00,19,0,972.9,10.4,284,17.7,274,158.7,16.86,21.62,30.42,87,3.34,1.27,31.96,3.21,23.98,3.184684951,3.11,5.94
31-05-2024,01:00:00,25,0,974.2,15.5,282,31.7,278,183.83,18.19,23.71,33.19,89.02,3.42,1.39,28.56,3.34,23.78,3.184684951,3.11,5.75
31-05-2024,02:00:00,29,0,975.3,15,297,32,289,174.76,17.53,23.31,34.66,83.43,3.42,1.38,24.69,3.26,23.14,3.184684951,3.11,5.74
31-05-2024,03:00:00,27,0,976.1,14.1,320,19.3,315,187.87,18.79,25.47,37.84,84.93,3.42,1.39,20.9,3.29,23.24,3.184684951,3.11,5.37
31-05-2024,04:00:00,26,0,976.6,19.5,308,26.1,305,249.94,18.33,26.92,39.76,80.28,2.76,1.37,20.97,3.28,25.66,3.184684951,3.11,5.34
31-05-2024,05:00:00,23,0,976.6,23.7,306,31,306,185.15,17.86,23.7,36.75,81.98,2.8,1.4,21.48,3.22,24.04,3.184684951,3.11,5.88
31-05-2024,06:00:00,17,0,976.2,23.5,311,30.6,311,163.94,20.87,25.2,32.53,82.17,2.76,1.41,19.46,3.18,23.64,3.184684951,3.11,7.42
31-05-2024,07:00:00,12,0,975.6,21.1,313,27.5,313,169,20.4,23.47,30.71,79.4,2.67,1.37,22.32,3.22,25.36,3.184684951,3.11,6.3
31-05-2024,08:00:00,8,0,974.7,19.5,308,25.4,308,195.96,10.41,14.67,24.68,68.47,3.8,1.18,22.91,2.66,15.68,3.184684951,3.11,6.16
31-05-2024,09:00:00,7,0,973.5,17.2,296,21.9,297,202.2,41.12,13.86,54.98,67.24,3.34,1.95,26,3.06,15.83,2.57,3,4.62
31-05-2024,10:00:00,7,0,973,20,293,25.8,295,137.64,14.13,19.97,23.06,65.76,13.6,2.32,33.6,2.74,13,1.04,1.97,4.78
31-05-2024,11:00:00,8,0,973.1,21.9,290,29.3,291,244.41,10.51,14.48,18.7,46.93,38.15,1.47,45,4.04,8.78,3.17,1.92,5.17
31-05-2024,12:00:00,9,0,973,15,297,21.3,298,257.06,11.71,19.02,27.4,75.16,42.25,1.14,44.7,5.23,10.76,1.96,1.9,4.86
31-05-2024,13:00:00,10,0,973,11.4,294,23.8,302,389.15,11.29,18.82,28.03,85.75,8.06,1.72,66.65,5.63,13.79,1.94,1.88,4.57
31-05-2024,14:00:00,12,0,973.1,9.3,306,23.4,314,296.33,10.33,18.74,24.23,93.32,17.51,1.52,72.12,4.21,16.53,2.69,1.9,4.11
31-05-2024,15:00:00,12,0,973.5,8.3,326,22,328,176.35,11.32,21.46,26.96,94.78,32.41,2.25,85.33,4.03,16.98,2.67,1.96,3.65
31-05-2024,16:00:00,13,0,973.7,10.8,345,21.6,336,152.85,13.02,19.2,24.38,85.07,13.99,1.73,75.34,3.52,11.88,2.68,1.92,3.65
31-05-2024,17:00:00,12,0,974.2,9,337,23.1,339,134.94,12.12,19.09,23.55,87.12,44.94,1.74,73.38,3.57,12.01,2.67,1.94,4.71
31-05-2024,18:00:00,15,0,973.9,12,319,17.4,338,159.37,13.99,21.48,24.22,76.87,4.37,1.48,44.31,3.79,12.92,2.8,3.58,9.21
31-05-2024,19:00:00,14,0,973.5,8.4,295,12.2,332,180.08,13.71,20.9,23.53,67.2,6.31,1.61,34.49,3.71,12.09,2.86,3.6,10.92
31-05-2024,20:00:00,15,0,973.3,9.8,264,22,285,215.15,15.66,22.17,34.86,67.62,5.63,1.76,23.96,4.31,10.74,2.62,2.16,10.86
31-05-2024,21:00:00,17,0,973.1,12,254,25.9,272,316.72,18.61,30.84,45.14,74.31,3.72,2.12,20.14,4.5,11,2.59,2.17,13.83
31-05-2024,22:00:00,18,0,973.5,11.7,259,26.5,278,553.41,20.37,38.27,60.5,26.84,3.26,2.91,18.03,4.37,10.06,3.74,1.56,19.88
31-05-2024,23:00:00,19,0,973.8,12.3,265,28.4,282,471.58,23.83,42.52,69.35,31.32,3.23,2.89,18.23,4.37,9.61,3.64,1.52,17.62
01-06-2024,00:00:00,21,0,974.1,11.2,266,26.4,284,233.08,25.09,34.93,46.9,97.85,3.72,2.61,16.35,3.1,8.08,12.18,8.26,12.05
01-06-2024,01:00:00,18,0,975.7,18.7,270,33.5,279,233.3,16.14,27.83,41.56,91.35,5.51,2.12,47.41,3.15,8.09,3.85,2.2,11.84
01-06-2024,02:00:00,21,0,976.2,18.8,296,33.1,301,242.04,30.82,31.54,56.1,94.62,3.75,1.85,15.57,4.55,10.57,2.36,2.04,11.33
01-06-2024,03:00:00,21,0,977,16.4,299,22.9,298,229.24,22.36,27.1,43.3,93.24,3.6,2.08,21.09,3.69,11.73,2.58,2.83,11.93
01-06-2024,04:00:00,22,0,977.1,16.6,294,22.1,294,176.11,18.17,22.29,38.56,83.51,6.21,1.61,23.27,3.78,11.05,3.56,3.04,10.29
01-06-2024,05:00:00,15,0,976.8,20,293,26,294,172.02,16.42,21.26,34.92,85.51,6.74,1.33,20.1,3.38,10.96,2.71,3.42,9
01-06-2024,06:00:00,11,0,976.6,18.9,305,24.7,304,186.36,19.03,25.6,36.54,89.93,7.38,1.96,18.39,3.37,10.48,2.66,3.44,8.96
01-06-2024,07:00:00,10,0,975.8,15.3,309,19.9,305,203.22,18.39,28.53,27.89,43.47,8.28,1.92,21.99,1.53,2.88,3.49,3.2,12.77
01-06-2024,08:00:00,13,0,975.5,18.2,288,24.2,288,167.28,16.58,29.62,20.94,68.83582405,12.57,1,28.28,1.07,2.11,2.53,2.9,1.43
01-06-2024,09:00:00,12,0,975.1,20.5,271,26.3,271,194.18,14.58,22.23,27.98,37.2,37.25,1.98,37.56,2.02,3.61,2.61,2.82,14.96
01-06-2024,10:00:00,12,0,974.9,19.3,279,25.1,278,155.81,13.17,22.9,25.44,69.05,10.36,2.31,41.66,2.2,5.13,1.02,1.27,10.37
01-06-2024,11:00:00,13,0,974.7,18.6,279,25.7,281,146.04,12.32,21.37,25.54,68.78,14.21,1.79,46.51,4.42,9.83,3.18,1.9,9.82
01-06-2024,12:00:00,19,0,975.2,19.9,292,30,294,232.38,11.31,17.45,26.84,69.14,23.64,1.29,45.53,5.33,10.55,1.99,4.26,8.76
01-06-2024,13:00:00,24,0,976.8,17.6,311,29.6,311,219.57,11.16,16.4,27.08,72.82,9.8,1.77,48.16,5.71,13.35,1.9,4.3,7.73
01-06-2024,14:00:00,26,0,977,12.1,350,21,347,159.3,9.76,17.81,24.05,74.06,3.24,1.55,57.98,4.46,15.58,2.7,4.29,6.55
01-06-2024,15:00:00,26,0,976.9,9.4,360,19.4,350,220.89,6.58,18.15,17.7,65.48,3.79,1.2,56,3.51,12.58,3.184684951,7.46,9.06
01-06-2024,16:00:00,26,0,977.2,3.3,49,7.6,360,264.51,9.18,19.98,16.63,59.6,3.46,0.48,60.9,4.2,15.03,3.184684951,7.41,11.9
01-06-2024,17:00:00,27,0,977,9.1,171,10.6,170,224.36,20.88,13.18,17.2,27.47,2.73,1.45,33.48,2.5,4,2.62,1.2,12.94
01-06-2024,18:00:00,29,0,977,11.5,238,22.2,241,318.02,26.06,22.81,15.12,27.36,2.65,1.73,30.7,2.86,4.67,2.91,4.53,16.56
01-06-2024,19:00:00,33,0,976.4,15.2,234,28.2,238,181.58,38.57,19.5,35.21,27,2.74,1.56,24.23,2.9,4.37,2.72,4.6,16.32
01-06-2024,20:00:00,34,0,975.7,17.4,214,30.2,218,195.36,27.77,28.64,49.1,68.9,12.28,1.57,53.13,5.07,11.97,2.62,4.57,10.07
01-06-2024,21:00:00,33,0,975.6,9.2,222,21.7,220,201.42,46.6,23.54,65.76,73.03,10.88,1.59,31.47,5.48,14.51,2.5,4.58,11.82
01-06-2024,22:00:00,37,0,975.9,4.3,5,4.7,266,118.73,18.54,28.49,37,26.48,6.04,1.73,16.61,2.75,4.91,3.6,1.57,17.12
01-06-2024,23:00:00,36,0,976.3,10.3,54,15.1,40,140.58,18.1,23.41,40.97,68.44,3.68,1.79,21.47,4.72,14.99,3.63,4.52,11.21
02-06-2024,00:00:00,37,0,976.8,5.1,86,11.6,68,127.72,13.65,20.06,30.19,84.26,3.74,1.64,25.28,3.21,16.33,13.16,8.6,9.98
02-06-2024,01:00:00,35,0,977,8.4,149,17.2,160,124.41,11.59,22.29,28.85,56.32,2.63,1.52,22.88,2.19,2.72,3.86,1.25,13.07
02-06-2024,02:00:00,33,0,978,4.3,360,2.1,31,113.89,16.81,20.12,32.19,78.52,2.74,1.3,31.53,3.38,6.79,2.28,2.38,8.17
02-06-2024,03:00:00,29,0,978.7,4.8,13,5.9,14,129,15.91,21.1,31.68,79.43,4.1,1.72,39.06,3.06,14.55,2.69,3.19,8.75
02-06-2024,04:00:00,26,0,979.3,6.6,347,8,350,108.85,16.72,22.97,38.61,81.02,3.66,1.51,33.07,3.63,12.17,3.57,3.37,7.37
02-06-2024,05:00:00,24,0,979.3,4.7,351,5.8,353,108.1,16.38,24.24,33.59,78.88,8.55,1.23,31.59,2.54,8.35,2.63,3.73,6.97
02-06-2024,06:00:00,23,0,978.9,3.9,326,4.8,333,125.95,19.14,24.4,33.46,80.82,8.37,1.85,31.68,2.59,8.75,2.69,3.74,6.87
02-06-2024,07:00:00,22,0,978.8,15,259,17.5,262,126.81,17.08,24.66,33.06,78.38,9.46,2.08,46.36,3.25,11.93,3.58,3.02,6.74
02-06-2024,08:00:00,27,0,978.3,19.3,279,24.4,279,119.03,19.41,17.3,30.68,74.4,6.72,1.39,37.33,3.85,11.95,2.55,5.16,6.63
02-06-2024,09:00:00,22,0,977.2,12.5,288,15.5,292,92.16,25.2,14.85,39.07,69.8,5.2,1.95,44.44,2.94,7.15,2.67,5.09,6.88
02-06-2024,10:00:00,20,0,976.5,12,291,14.7,295,58.65,11.67,22.42,21.88,26.67,4.83,2.45,64.5,4.15,15.9,1.14,4.32,7.15
02-06-2024,11:00:00,19,0,976.1,12.7,295,16.1,297,59.14,7.86,26.24,18.85,27.31,3.48,1.25,62.53,5.14,20.44,3.184684951,7.41,9.77
02-06-2024,12:00:00,20,0,976,11.5,316,15,318,65.96,7.46,22.64,15.84,26.04,3.98,1.2,64.3,5.12,20.46,3.184684951,7.43,9.28
02-06-2024,13:00:00,22,0,974.7,5.9,317,8,324,87.19,7.45,23.93,16.75,27.47,3.96,1.12,63.9,3.58,14.51,3.184684951,7.46,8.06
02-06-2024,14:00:00,15,0,975.3,3.3,311,4.2,329,99.94,7.47,22.42,15.72,27.4,3.03,1.07,59.48,1.98,8.2,3.184684951,3.69210641,11.8
02-06-2024,15:00:00,22,0,976.1,13.3,237,27.8,249,95.6,7.06,21.2,14.94,26.01,4.36,1.09,60.82,2.79,9.7,3.184684951,7.4,6.52
02-06-2024,16:00:00,30,0,976.5,15.3,255,29.7,259,103.22,13.68,15.68,18.07,25.6,2.94,1.79,66.42,4.53,16.6,2.66,4.28,4.69
02-06-2024,17:00:00,31,0,976.7,18.1,264,34.7,264,171.13,14.11,19.79,21.39,27.47,13.97,1.81,56.64,4.48,15.93,2.61,4.32,4.44
02-06-2024,18:00:00,34,0,976.8,15.5,257,30.7,260,131.08,17.94,21.33,20.92,26.31,25.69,1.43,54.27,3.36,8.66,2.82,6.06,8.02
02-06-2024,19:00:00,35,0,976.3,14.8,257,29.7,260,140.13,18,20.55,20.55,27.04,37.23,1.42,48.14,3.33,8.32,2.88,6.02,8.8
02-06-2024,20:00:00,37,0,976,14.2,263,29,264,184.86,19.93,19.97,30.25,27.06,8.14,1.42,48.01,5.56,15.54,2.65,4.6,6.09
02-06-2024,21:00:00,40,0,975.6,12.5,258,27.2,264,172.1,19.78,22.84,32.35,26.49,4.91,1.44,42.12,5.45,15.08,2.53,4.58,6.35
02-06-2024,22:00:00,42,0,975.7,11.3,248,25.5,257,164.7,16.67,21.86,30.13,27.26,5.08,1.7,42.08,4.73,15.95,3.7,4.49,5.98
02-06-2024,23:00:00,44,0,976,11.8,247,26.1,255,153.26,14.72,20.32,29.07,31.12,6.35,1.71,40.93,4.67,16.22,3.61,4.49,5.64
03-06-2024,00:00:00,45,0,976.5,12.5,252,27.6,258,141.88,10.26,20.34,22.7,56.26,4.14,1.52,36.1,2.85,11.01,12.13,8.5,5.86
03-06-2024,01:00:00,48,0,977,14.4,269,26.6,270,140.61,11.5,22.5,28.86,56.26,5.88,1.63,45,3,15.44,3.86,2.59,6.17
03-06-2024,02:00:00,45,0,978.4,12.3,320,18.6,317,130.11,17.27,18.26,27.18,45.2,6.74,1.39,34.25,4.08,16.64,2.32,2.41,5.64
03-06-2024,03:00:00,40,0,978.3,14.8,296,20.1,297,124.15,12.51,18.15,22.94,45.2,5.23,1.8,33.82,3.27,17.52,2.61,3.22,6.38
03-06-2024,04:00:00,35,0,978.5,15.3,313,19.9,314,122.09,11.19,20.22,26.94,39.46,2.96,1.53,33.76,3.64,12.29,3.53,3.32,5.62
03-06-2024,05:00:00,30,0,978.2,15.4,323,19.6,324,124.6,10.49,20.68,25.41,39.45,5.11,1.3,32.47,3.27,12.84,2.73,3.72,6.75
03-06-2024,06:00:00,23,0,977.7,15.4,323,19.1,324,121.21,13.8,22.26,23.5,43.86,4.72,1.89,34.89,2.93,10.44,2.67,3.71,6.86
03-06-2024,07:00:00,17,0,977,13.8,311,17.3,313,131.12,14.01,23.13,21.76,42.81,4.72,2.02,25.7,2.91,9.58,3.54,3.06,6.38
03-06-2024,08:00:00,13,0,976.2,12.9,293,16.3,295,138.44,13.17,17.5,25.35,37.16,5.47,1.22,27.71,4.33,14.75,2.51,5.13,6.37
03-06-2024,09:00:00,12,0,975,13.6,282,17,283,183.24,14.79,18.42,27.58,36.77,4.73,1.96,38.56,2.41,5.01,2.46,2.86,8.11
03-06-2024,10:00:00,12,0,974.4,15.3,285,19.8,286,179.34,11.44,22.19,21.57,68.22,5.61,2.34,37.43,2.59,8.86,1.06,4.37,6.09
03-06-2024,11:00:00,12,0,973.7,15.8,297,20.4,296,184.12,9.66,21.52,23.38,69.78,10.7,1.64,50.37,5.56,15.69,3.18,4.3,6.23
03-06-2024,12:00:00,12,0,973.3,15.5,312,21.7,312,184.98,11.12,19.18,29.3,63.99,3.72,1.31,49.71,6.24,18.01,2.02,4.29,4.63
03-06-2024,13:00:00,20,0,972.8,6.1,220,13.8,237,198.03,11.16,20.16,30.03,74.4,18.56,1.79,47.15,5.99,13.19,1.94,4.31,5.29
03-06-2024,14:00:00,20,0,973.4,8.3,275,20,284,170.93,9.09,13.75,19.88,91.82,15.84,1.43,50.58,3.19,7.89,2.64,4.31,5.81
03-06-2024,15:00:00,17,0,974.5,7.4,299,19.4,313,158.46,10.84,15.94,19.01,26.21,33.29,2.18,74.51,2.61,6.33,2.7,1.27,7.28
03-06-2024,16:00:00,17,0,974.8,9.2,281,24,296,151.24,11.28,19.45,22.48,99.07,29.56,1.77,48.32,4.55,16.76,2.72,4.3,3.92
03-06-2024,17:00:00,18,0,974.9,9.5,281,25.2,289,152.71,11.15,18.36,21.97,97.74,9.05,1.78,43.77,4.49,17.9,2.71,4.36,4.21
03-06-2024,18:00:00,19,0,974.6,10.6,252,24.8,269,156.16,14.14,21.71,23.21,89.38,12.55,1.49,38.9,4.81,17.74,2.76,5.98,9.19
